id,category,template,prompt,city,slot_name,slot_value,standard_id,standard_name,standard_basis,selection_basis,post_collection_filter
P090,商品,给我推荐五款{{产品}},给我推荐五款微波炉,,产品,微波炉,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-厨房小家电类,高频使用；品牌、材料、安全和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P091,商品,给我推荐五款{{产品}},给我推荐五款电磁炉,,产品,电磁炉,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-厨房小家电类,高频使用；品牌、材料、安全和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P092,商品,给我推荐五款{{产品}},给我推荐五款电陶炉,,产品,电陶炉,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-厨房小家电类,高频使用；品牌、材料、安全和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P093,商品,给我推荐五款{{产品}},给我推荐五款电饼铛,,产品,电饼铛,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-厨房小家电类,高频使用；品牌、材料、安全和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P094,商品,给我推荐五款{{产品}},给我推荐五款厨师机,,产品,厨师机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-厨房小家电类,高频使用；品牌、材料、安全和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P095,商品,给我推荐五款{{产品}},给我推荐五款面包机,,产品,面包机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-厨房小家电类,高频使用；品牌、材料、安全和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P096,商品,给我推荐五款{{产品}},给我推荐五款榨汁机,,产品,榨汁机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-厨房小家电类,高频使用；品牌、材料、安全和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P097,商品,给我推荐五款{{产品}},给我推荐五款原汁机,,产品,原汁机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-厨房小家电类,高频使用；品牌、材料、安全和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P098,商品,给我推荐五款{{产品}},给我推荐五款养生壶,,产品,养生壶,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-厨房小家电类,高频使用；品牌、材料、安全和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P099,商品,给我推荐五款{{产品}},给我推荐五款恒温水壶,,产品,恒温水壶,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-厨房小家电类,高频使用；品牌、材料、安全和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P100,商品,给我推荐五款{{产品}},给我推荐五款家用制冰机,,产品,家用制冰机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-厨房小家电类,高频使用；品牌、材料、安全和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P101,商品,给我推荐五款{{产品}},给我推荐五款婴幼儿奶粉,,产品,婴幼儿奶粉,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P102,商品,给我推荐五款{{产品}},给我推荐五款有机奶粉,,产品,有机奶粉,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P103,商品,给我推荐五款{{产品}},给我推荐五款羊奶粉,,产品,羊奶粉,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P104,商品,给我推荐五款{{产品}},给我推荐五款纸尿裤,,产品,纸尿裤,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P105,商品,给我推荐五款{{产品}},给我推荐五款拉拉裤,,产品,拉拉裤,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P106,商品,给我推荐五款{{产品}},给我推荐五款婴儿湿巾,,产品,婴儿湿巾,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P107,商品,给我推荐五款{{产品}},给我推荐五款婴儿推车,,产品,婴儿推车,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P108,商品,给我推荐五款{{产品}},给我推荐五款儿童安全座椅,,产品,儿童安全座椅,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P109,商品,给我推荐五款{{产品}},给我推荐五款奶瓶,,产品,奶瓶,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P110,商品,给我推荐五款{{产品}},给我推荐五款吸奶器,,产品,吸奶器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P111,商品,给我推荐五款{{产品}},给我推荐五款温奶器,,产品,温奶器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P112,商品,给我推荐五款{{产品}},给我推荐五款奶瓶消毒柜,,产品,奶瓶消毒柜,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P113,商品,给我推荐五款{{产品}},给我推荐五款婴儿床,,产品,婴儿床,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P114,商品,给我推荐五款{{产品}},给我推荐五款儿童学习桌,,产品,儿童学习桌,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P115,商品,给我推荐五款{{产品}},给我推荐五款儿童护眼台灯,,产品,儿童护眼台灯,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P116,商品,给我推荐五款{{产品}},给我推荐五款儿童餐椅,,产品,儿童餐椅,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P117,商品,给我推荐五款{{产品}},给我推荐五款婴儿背带,,产品,婴儿背带,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P118,商品,给我推荐五款{{产品}},给我推荐五款儿童平衡车,,产品,儿童平衡车,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P119,商品,给我推荐五款{{产品}},给我推荐五款儿童自行车,,产品,儿童自行车,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-母婴与儿童用品类,安全和健康敏感；家庭决策谨慎；头部品牌明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
