id,category,template,prompt,city,slot_name,slot_value,standard_id,standard_name,standard_basis,post_collection_filter
P122,商品,给我推荐五款{{产品}},给我推荐五款枕头,,产品,枕头,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P123,商品,给我推荐五款{{产品}},给我推荐五款被子,,产品,被子,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P124,商品,给我推荐五款{{产品}},给我推荐五款四件套,,产品,四件套,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P125,商品,给我推荐五款{{产品}},给我推荐五款沙发,,产品,沙发,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P126,商品,给我推荐五款{{产品}},给我推荐五款餐桌,,产品,餐桌,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P127,商品,给我推荐五款{{产品}},给我推荐五款书桌,,产品,书桌,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P128,商品,给我推荐五款{{产品}},给我推荐五款人体工学椅,,产品,人体工学椅,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P129,商品,给我推荐五款{{产品}},给我推荐五款衣柜,,产品,衣柜,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P130,商品,给我推荐五款{{产品}},给我推荐五款电视柜,,产品,电视柜,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P131,商品,给我推荐五款{{产品}},给我推荐五款收纳箱,,产品,收纳箱,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P132,商品,给我推荐五款{{产品}},给我推荐五款晾衣架,,产品,晾衣架,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P133,商品,给我推荐五款{{产品}},给我推荐五款垃圾桶,,产品,垃圾桶,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P134,商品,给我推荐五款{{产品}},给我推荐五款厨房置物架,,产品,厨房置物架,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P135,商品,给我推荐五款{{产品}},给我推荐五款炒锅,,产品,炒锅,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P136,商品,给我推荐五款{{产品}},给我推荐五款不粘锅,,产品,不粘锅,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P137,商品,给我推荐五款{{产品}},给我推荐五款蒸锅,,产品,蒸锅,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P138,商品,给我推荐五款{{产品}},给我推荐五款保温杯,,产品,保温杯,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P139,商品,给我推荐五款{{产品}},给我推荐五款玻璃杯,,产品,玻璃杯,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P140,商品,给我推荐五款{{产品}},给我推荐五款餐具套装,,产品,餐具套装,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P141,商品,给我推荐五款{{产品}},给我推荐五款菜刀,,产品,菜刀,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P142,商品,给我推荐五款{{产品}},给我推荐五款砧板,,产品,砧板,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P143,商品,给我推荐五款{{产品}},给我推荐五款保鲜盒,,产品,保鲜盒,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P144,商品,给我推荐五款{{产品}},给我推荐五款厨房纸巾,,产品,厨房纸巾,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P145,商品,给我推荐五款{{产品}},给我推荐五款马桶盖,,产品,马桶盖,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P146,商品,给我推荐五款{{产品}},给我推荐五款花洒,,产品,花洒,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P147,商品,给我推荐五款{{产品}},给我推荐五款浴室柜,,产品,浴室柜,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P148,商品,给我推荐五款{{产品}},给我推荐五款智能马桶,,产品,智能马桶,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P149,商品,给我推荐五款{{产品}},给我推荐五款窗帘,,产品,窗帘,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P150,商品,给我推荐五款{{产品}},给我推荐五款地毯,,产品,地毯,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P151,商品,给我推荐五款{{产品}},给我推荐五款台灯,,产品,台灯,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P152,商品,给我推荐五款{{产品}},给我推荐五款落地灯,,产品,落地灯,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P153,商品,给我推荐五款{{产品}},给我推荐五款庭院灯,,产品,庭院灯,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P154,商品,给我推荐五款{{产品}},给我推荐五款防盗门,,产品,防盗门,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P155,商品,给我推荐五款{{产品}},给我推荐五款门窗密封条,,产品,门窗密封条,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-家居厨具类,采集后剔除英文流和视频流；题面不添加排除词
P156,商品,给我推荐五款{{产品}},给我推荐五款男士衬衫,,产品,男士衬衫,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-服装鞋帽箱包类,采集后剔除英文流和视频流；题面不添加排除词
P157,商品,给我推荐五款{{产品}},给我推荐五款女士衬衫,,产品,女士衬衫,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-服装鞋帽箱包类,采集后剔除英文流和视频流；题面不添加排除词
P158,商品,给我推荐五款{{产品}},给我推荐五款休闲裤,,产品,休闲裤,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-服装鞋帽箱包类,采集后剔除英文流和视频流；题面不添加排除词
P159,商品,给我推荐五款{{产品}},给我推荐五款牛仔裤,,产品,牛仔裤,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-服装鞋帽箱包类,采集后剔除英文流和视频流；题面不添加排除词
P160,商品,给我推荐五款{{产品}},给我推荐五款羽绒服,,产品,羽绒服,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-服装鞋帽箱包类,采集后剔除英文流和视频流；题面不添加排除词
P161,商品,给我推荐五款{{产品}},给我推荐五款冲锋衣,,产品,冲锋衣,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-服装鞋帽箱包类,采集后剔除英文流和视频流；题面不添加排除词
P162,商品,给我推荐五款{{产品}},给我推荐五款羊毛大衣,,产品,羊毛大衣,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-服装鞋帽箱包类,采集后剔除英文流和视频流；题面不添加排除词
P163,商品,给我推荐五款{{产品}},给我推荐五款运动鞋,,产品,运动鞋,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-服装鞋帽箱包类,采集后剔除英文流和视频流；题面不添加排除词
P164,商品,给我推荐五款{{产品}},给我推荐五款跑步鞋,,产品,跑步鞋,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-服装鞋帽箱包类,采集后剔除英文流和视频流；题面不添加排除词
P165,商品,给我推荐五款{{产品}},给我推荐五款篮球鞋,,产品,篮球鞋,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-服装鞋帽箱包类,采集后剔除英文流和视频流；题面不添加排除词
P166,商品,给我推荐五款{{产品}},给我推荐五款皮鞋,,产品,皮鞋,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-服装鞋帽箱包类,采集后剔除英文流和视频流；题面不添加排除词
P167,商品,给我推荐五款{{产品}},给我推荐五款凉鞋,,产品,凉鞋,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-服装鞋帽箱包类,采集后剔除英文流和视频流；题面不添加排除词
P168,商品,给我推荐五款{{产品}},给我推荐五款拖鞋,,产品,拖鞋,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-服装鞋帽箱包类,采集后剔除英文流和视频流；题面不添加排除词
P169,商品,给我推荐五款{{产品}},给我推荐五款内衣,,产品,内衣,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-服装鞋帽箱包类,采集后剔除英文流和视频流；题面不添加排除词
